CustomerID,Age,Gender,Location,OrderID,ProductID,Category,Price,Quantity,Discount(%),PaymentMethod,PurchaseDate,Rating,ShipmentTime(days),LateDelivery,CourierPartner,LastLogin(days),PurchaseFrequency,CartAbandonmentRate,ClicksPerSession,Revenue,Returned,ReturnReason,ChurnRiskScore
8099,64.0,Other,Urban,415386,99074,Electronics,100.36,4,5,Debit Card,2023-01-02 21:00:00,4.0,3.8,False,UPS,35,Low,0.72,2,381.37,False,Damaged,0.2
1775,33.0,Female,Suburban,146546,57628,Electronics,153.89,2,15,Credit Card,2023-01-02 22:00:00,,1.2,False,Amazon Logistics,57,Low,0.32,7,261.61,False,No Longer Needed,0.86
9226,41.0,Other,Rural,585303,50739,Books,106.0,2,0,Credit Card,2023-01-02 23:00:00,,1.8,False,Amazon Logistics,40,Low,0.54,6,212.0,True,Damaged,0.18
4152,58.0,Female,Urban,778627,39738,Clothing,137.05,1,10,Net Banking,2023-01-03 00:00:00,1.0,3.7,False,DHL,1,High,0.17,9,123.35,False,Wrong Item,0.21
2585,21.0,Female,Urban,580265,56921,Books,150.26,4,20,COD,2023-01-03 01:00:00,4.0,4.0,True,Amazon Logistics,15,Low,0.25,5,480.83,False,Other,0.62
4943,32.0,Female,Urban,956371,71068,Clothing,119.61,1,15,Debit Card,2023-01-03 02:00:00,5.0,3.3,False,FedEx,28,Medium,0.44,3,101.67,False,Other,0.32
8555,42.0,Other,Urban,891329,33581,Books,55.17,1,20,Credit Card,2023-01-03 03:00:00,2.0,4.4,False,Amazon Logistics,6,Medium,0.67,6,44.14,True,Damaged,0.44
4073,61.0,Male,Suburban,231235,31485,Books,120.23,2,20,Credit Card,2023-01-03 04:00:00,2.0,0.5,True,FedEx,54,High,0.16,6,192.37,True,Wrong Item,0.53
2021,52.0,Male,Rural,332686,46294,Books,174.39,1,10,Net Banking,2023-01-03 05:00:00,3.0,2.3,False,Amazon Logistics,14,Medium,0.28,5,156.95,False,Other,0.93
4843,31.0,Male,Urban,414684,63001,Electronics,84.25,3,10,Net Banking,2023-01-03 06:00:00,4.0,5.7,True,UPS,22,Medium,0.21,5,227.48,True,,0.26
8989,66.0,Male,Suburban,576131,11634,Clothing,127.73,2,10,Net Banking,2023-01-03 07:00:00,2.0,4.9,False,DHL,54,Low,0.86,1,229.91,False,Other,0.04
7873,36.0,Male,Urban,344367,53969,Books,126.44,3,20,COD,2023-01-03 08:00:00,2.0,4.0,False,UPS,4,Low,0.65,4,303.46,False,Damaged,0.12
6675,55.0,Other,Urban,916462,10093,Beauty,81.55,2,0,Debit Card,2023-01-03 09:00:00,5.0,2.8,False,FedEx,0,Low,0.47,7,163.1,False,Other,0.05
1161,53.0,Other,Urban,155313,38370,Beauty,146.87,2,10,Debit Card,2023-01-03 10:00:00,5.0,4.6,False,DHL,51,Low,0.95,3,264.37,False,Other,0.75
5297,24.0,Other,Urban,129870,29750,Electronics,80.77,2,15,Net Banking,2023-01-03 11:00:00,,3.6,False,Amazon Logistics,4,Low,0.74,5,137.31,False,Damaged,0.98
1995,,Other,Suburban,224703,26472,Home,122.65,4,10,Credit Card,2023-01-03 12:00:00,1.0,0.7,True,Amazon Logistics,12,Medium,0.93,8,441.54,False,,0.08
8629,36.0,Other,Rural,522698,28934,Electronics,88.03,2,10,Net Banking,2023-01-03 13:00:00,2.0,4.5,True,UPS,25,Low,0.6,4,158.45,True,,0.28
2016,66.0,Other,Suburban,419399,53774,Home,102.18,3,10,Net Banking,2023-01-03 14:00:00,3.0,1.7,True,DHL,51,Medium,0.14,9,275.89,False,Other,0.85
8869,42.0,Other,Suburban,978839,98057,Electronics,146.68,2,20,COD,2023-01-03 15:00:00,2.0,4.1,False,Amazon Logistics,12,High,0.68,4,234.69,False,,0.9
7439,33.0,Male,Suburban,742240,49125,Beauty,2.65,2,0,Net Banking,2023-01-03 16:00:00,3.0,0.6,False,FedEx,31,Medium,0.2,3,5.3,False,No Longer Needed,0.22
8892,64.0,Female,Urban,558146,76981,Books,130.85,1,10,Debit Card,2023-01-03 17:00:00,2.0,5.4,False,UPS,54,Low,0.35,7,117.76,False,,0.92
7863,57.0,Other,Rural,543716,96541,Clothing,135.36,2,20,Net Banking,2023-01-03 18:00:00,5.0,2.6,False,Amazon Logistics,28,Low,0.51,7,216.58,False,Wrong Item,0.58
8916,68.0,Female,Urban,884689,49103,Books,71.25,2,15,Debit Card,2023-01-03 19:00:00,,1.3,False,FedEx,17,Low,0.16,3,121.12,False,No Longer Needed,1.0
9529,25.0,Other,Suburban,561003,93750,Beauty,98.43,2,0,Credit Card,2023-01-03 20:00:00,2.0,2.0,False,FedEx,1,High,0.02,4,196.86,False,,0.02
1878,35.0,Other,Urban,995828,70085,Clothing,51.19,2,20,Debit Card,2023-01-03 21:00:00,1.0,2.5,False,UPS,26,High,0.33,8,81.9,False,No Longer Needed,0.79
5887,45.0,Male,Rural,385818,98705,Home,60.05,2,5,Debit Card,2023-01-03 22:00:00,3.0,3.0,False,UPS,49,Medium,0.82,7,114.09,False,No Longer Needed,0.06
5859,33.0,Female,Rural,879833,66543,Home,113.55,2,15,Net Banking,2023-01-03 23:00:00,3.0,5.0,False,UPS,41,Medium,0.02,7,193.04,False,,0.73
7331,69.0,Male,Urban,761950,26938,Beauty,231.26,4,15,Debit Card,2023-01-04 00:00:00,2.0,3.1,False,FedEx,2,Low,0.11,3,786.28,False,Wrong Item,0.94
9571,36.0,Male,Suburban,402570,87492,Clothing,133.2,3,5,Debit Card,2023-01-04 01:00:00,3.0,-0.3,False,DHL,52,Low,0.81,7,379.62,False,Wrong Item,0.33
9684,59.0,Female,Urban,149584,61586,Books,57.58,4,20,Credit Card,2023-01-04 02:00:00,1.0,1.2,False,DHL,29,Low,0.31,6,184.26,False,No Longer Needed,0.34
8208,34.0,Male,Suburban,843023,68024,Beauty,138.79,3,20,Debit Card,2023-01-04 03:00:00,5.0,7.1,False,DHL,9,Medium,0.94,6,333.1,False,,0.24
6276,62.0,Other,Rural,793375,49687,Home,129.04,4,15,Debit Card,2023-01-04 04:00:00,4.0,3.2,False,DHL,8,Low,0.38,2,438.74,False,Wrong Item,0.43
3062,30.0,Other,Urban,697539,81129,Beauty,13.66,2,20,Net Banking,2023-01-04 05:00:00,4.0,4.4,False,DHL,2,Medium,0.8,5,21.86,False,,0.47
1064,24.0,Other,Rural,169353,36207,Books,84.21,4,5,COD,2023-01-04 06:00:00,3.0,2.5,True,DHL,21,Medium,0.26,10,320.0,False,,0.57
9006,44.0,Other,Suburban,981461,59354,Electronics,92.87,3,20,Net Banking,2023-01-04 07:00:00,2.0,,False,Amazon Logistics,37,Low,0.06,7,222.89,False,Other,0.69
3568,27.0,Other,Suburban,182990,47310,Electronics,105.9,1,15,Credit Card,2023-01-04 08:00:00,3.0,2.3,False,Amazon Logistics,10,Low,0.88,10,90.02,False,Other,0.62
6463,51.0,Male,Urban,891032,58960,Books,98.42,1,20,Net Banking,2023-01-04 09:00:00,1.0,3.2,False,UPS,5,Medium,0.93,0,78.74,False,Other,0.1
3027,53.0,Male,Urban,780050,71262,Clothing,107.39,2,0,Debit Card,2023-01-04 10:00:00,2.0,2.3,False,DHL,4,Medium,0.71,8,214.78,False,,0.63
3695,42.0,Other,Urban,732574,23403,Beauty,53.24,2,5,COD,2023-01-04 11:00:00,5.0,5.9,False,Amazon Logistics,29,Medium,0.77,5,101.16,False,Damaged,0.19
6258,23.0,Other,Rural,395906,23065,Books,83.74,3,5,Net Banking,2023-01-04 12:00:00,1.0,2.1,False,FedEx,13,Medium,0.01,4,238.66,False,,0.53
6618,41.0,Male,Suburban,481150,99930,Electronics,86.71,1,10,Net Banking,2023-01-04 13:00:00,5.0,1.4,False,FedEx,1,High,0.75,5,78.04,False,Wrong Item,0.59
7736,35.0,Female,Suburban,792859,36801,Home,158.0,2,20,Credit Card,2023-01-04 14:00:00,2.0,4.2,False,DHL,32,Low,0.47,6,252.8,False,Wrong Item,0.44
1391,40.0,Male,Rural,581204,39230,Books,65.13,4,5,Debit Card,2023-01-04 15:00:00,5.0,4.4,False,FedEx,36,Medium,0.45,7,247.49,False,Wrong Item,0.42
6892,23.0,Male,Urban,500886,82706,Books,87.78,4,20,Net Banking,2023-01-04 16:00:00,1.0,3.0,False,Amazon Logistics,7,High,0.54,5,280.9,False,Damaged,0.43
4561,46.0,Male,Urban,317759,93942,Books,82.2,1,0,Net Banking,2023-01-04 17:00:00,1.0,2.1,False,FedEx,9,High,0.27,2,82.2,False,No Longer Needed,0.23
7184,42.0,Male,Rural,641629,39968,Electronics,179.37,3,15,COD,2023-01-04 18:00:00,3.0,0.1,False,DHL,20,Medium,0.7,4,457.39,False,,0.8
4099,34.0,Male,Suburban,195140,52517,Electronics,133.26,2,15,Credit Card,2023-01-04 19:00:00,2.0,4.8,False,UPS,18,High,0.3,5,226.54,False,Other,0.49
7278,63.0,Female,Suburban,970506,63239,Books,53.32,2,10,Debit Card,2023-01-04 20:00:00,4.0,4.3,False,UPS,34,High,0.56,3,95.98,False,Wrong Item,0.51
9392,41.0,Other,Suburban,117015,42655,Books,119.87,2,10,Net Banking,2023-01-04 21:00:00,4.0,2.3,False,Amazon Logistics,17,High,0.14,3,215.77,False,Wrong Item,0.18
4104,,Other,Suburban,996612,72771,Clothing,49.42,1,5,COD,2023-01-04 22:00:00,5.0,3.1,False,Amazon Logistics,6,Low,0.68,7,46.95,False,No Longer Needed,0.48
8215,43.0,Female,Rural,748869,55984,Home,113.03,4,5,Net Banking,2023-01-04 23:00:00,4.0,2.7,False,Amazon Logistics,12,Medium,0.19,11,429.51,True,No Longer Needed,0.44
3454,68.0,Other,Suburban,810557,21049,Beauty,168.3,3,5,Net Banking,2023-01-05 00:00:00,4.0,5.4,False,Amazon Logistics,45,Low,0.17,6,479.66,False,No Longer Needed,0.41
9996,51.0,Other,Rural,149849,82321,Beauty,2.18,1,0,Credit Card,2023-01-05 01:00:00,1.0,1.4,False,DHL,49,High,0.02,12,2.18,False,,0.45
3731,45.0,Other,Urban,476863,74813,Beauty,49.59,1,10,COD,2023-01-05 02:00:00,1.0,2.1,True,UPS,53,High,0.12,7,44.63,False,Wrong Item,0.25
9154,20.0,Female,Rural,115852,14655,Electronics,107.79,2,10,COD,2023-01-05 03:00:00,1.0,1.9,False,UPS,11,High,0.23,3,194.02,False,Damaged,0.79
6056,28.0,Female,Suburban,679649,93994,Electronics,80.2,4,15,Debit Card,2023-01-05 04:00:00,4.0,3.5,True,DHL,39,Low,0.22,6,272.68,True,Damaged,0.2
9110,55.0,Other,Urban,473938,82454,Clothing,110.7,3,10,Net Banking,2023-01-05 05:00:00,5.0,3.1,False,FedEx,23,Medium,0.33,3,298.89,False,No Longer Needed,0.54
4840,31.0,Other,Rural,776618,78972,Electronics,95.83,3,10,COD,2023-01-05 06:00:00,2.0,3.3,False,UPS,17,High,0.05,5,258.74,False,Damaged,0.32
2028,68.0,Other,Rural,686643,31432,Books,15.96,2,0,Net Banking,2023-01-05 07:00:00,,1.7,False,DHL,37,Low,0.94,4,31.92,False,,0.72
8385,43.0,Male,Rural,486917,75896,Home,131.1,3,5,Net Banking,2023-01-05 08:00:00,5.0,5.2,False,FedEx,11,Low,0.12,6,373.63,False,Damaged,0.69
1502,65.0,Male,Urban,564944,80135,Home,33.26,4,0,Debit Card,2023-01-05 09:00:00,,2.3,False,Amazon Logistics,2,Low,0.7,13,133.04,False,No Longer Needed,0.7
7910,38.0,Male,Rural,127410,52936,Home,110.28,2,20,Debit Card,2023-01-05 10:00:00,5.0,4.8,False,UPS,24,Low,0.54,3,176.45,False,Damaged,0.89
7938,56.0,Female,Suburban,885334,23750,Home,77.27,2,15,COD,2023-01-05 11:00:00,2.0,7.7,False,DHL,34,Medium,0.55,4,131.36,False,Wrong Item,0.78
5488,47.0,Other,Urban,303014,37987,Beauty,220.05,4,15,Net Banking,2023-01-05 12:00:00,1.0,1.7,False,UPS,15,High,0.11,5,748.17,False,,0.33
1206,25.0,Female,Urban,658212,36165,Beauty,93.96,3,15,COD,2023-01-05 13:00:00,2.0,3.5,False,UPS,48,High,0.24,3,239.6,False,,0.39
6134,68.0,Female,Rural,999054,60541,Books,117.55,4,5,Net Banking,2023-01-05 14:00:00,3.0,2.8,False,DHL,47,Medium,0.78,8,446.69,False,,0.87
6977,37.0,Female,Suburban,862199,34346,Clothing,127.7,3,5,COD,2023-01-05 15:00:00,5.0,6.0,False,Amazon Logistics,44,High,0.46,4,363.94,False,Wrong Item,0.82
8721,65.0,Other,Urban,957263,13514,Electronics,116.88,3,5,COD,2023-01-05 16:00:00,3.0,2.6,False,FedEx,56,Low,0.46,3,333.11,True,Wrong Item,0.92
8035,49.0,Male,Rural,505480,34838,Electronics,98.67,3,15,Net Banking,2023-01-05 17:00:00,4.0,3.4,False,DHL,12,High,0.55,6,251.61,False,Wrong Item,0.84
2484,39.0,Other,Suburban,390182,37559,Beauty,50.47,4,15,Credit Card,2023-01-05 18:00:00,5.0,3.3,True,FedEx,23,Low,0.43,6,171.6,False,Other,0.13
8858,24.0,Other,Rural,335530,69207,Home,94.41,4,15,Debit Card,2023-01-05 19:00:00,4.0,2.8,False,DHL,11,Medium,0.81,2,320.99,False,,0.33
1863,26.0,Female,Rural,371280,26385,Books,6.71,1,20,Net Banking,2023-01-05 20:00:00,2.0,4.1,False,DHL,1,High,0.75,5,5.37,False,No Longer Needed,0.29
3790,62.0,Female,Urban,375357,28317,Clothing,124.38,4,20,COD,2023-01-05 21:00:00,4.0,3.1,False,UPS,25,High,0.32,4,398.02,False,Damaged,0.38
8408,18.0,Female,Urban,308680,10393,Beauty,246.02,2,15,Credit Card,2023-01-05 22:00:00,2.0,3.7,True,FedEx,45,Medium,0.81,3,418.23,False,Other,0.29
9755,46.0,Male,Rural,208546,34881,Books,108.83,2,5,COD,2023-01-05 23:00:00,3.0,3.3,False,FedEx,9,Low,0.52,3,206.78,False,Damaged,0.78
6116,25.0,Male,Urban,594805,37955,Books,116.98,2,5,Credit Card,2023-01-06 00:00:00,1.0,2.1,False,FedEx,18,High,0.63,4,222.26,False,Damaged,0.7
7019,21.0,Male,Urban,651719,68308,Beauty,22.4,2,20,Net Banking,2023-01-06 01:00:00,3.0,2.6,True,UPS,54,Low,0.87,11,35.84,False,Wrong Item,0.2
2757,52.0,Other,Suburban,142290,68014,Books,59.2,1,20,Debit Card,2023-01-06 02:00:00,4.0,3.8,False,DHL,21,High,0.48,5,47.36,False,Other,0.18
8574,20.0,Female,Suburban,578751,75430,Home,144.74,4,15,COD,2023-01-06 03:00:00,2.0,3.8,False,UPS,23,Medium,0.76,6,492.12,False,No Longer Needed,0.22
7374,62.0,Other,Rural,983247,82031,Books,27.64,4,15,Credit Card,2023-01-06 04:00:00,4.0,4.9,False,DHL,25,High,0.63,4,93.98,False,Damaged,0.31
7892,57.0,Male,Rural,230374,96973,Clothing,63.6,3,5,Credit Card,2023-01-06 05:00:00,1.0,5.8,False,DHL,4,Low,0.43,3,181.26,False,Damaged,0.68
2678,24.0,Female,Rural,142747,69596,Books,128.39,4,10,Debit Card,2023-01-06 06:00:00,5.0,2.2,True,DHL,15,High,0.79,6,462.2,False,Other,0.37
4242,44.0,Male,Rural,700262,11713,Electronics,140.46,3,5,COD,2023-01-06 07:00:00,,3.2,False,DHL,36,Medium,0.11,5,400.31,False,No Longer Needed,0.42
5636,18.0,Female,Suburban,966195,30428,Books,94.55,3,5,Net Banking,2023-01-06 08:00:00,5.0,2.7,False,Amazon Logistics,33,Low,0.58,10,269.47,False,No Longer Needed,0.04
2059,44.0,Female,Urban,824568,72160,Beauty,106.13,2,15,Net Banking,2023-01-06 09:00:00,4.0,1.3,False,DHL,37,Medium,0.05,6,180.42,False,No Longer Needed,0.48
7668,33.0,Other,Suburban,753420,76171,Electronics,106.02,1,10,COD,2023-01-06 10:00:00,5.0,3.8,False,UPS,27,Low,0.16,6,95.42,False,Damaged,0.44
4157,55.0,Other,Rural,435138,90729,Beauty,38.33,1,10,Debit Card,2023-01-06 11:00:00,2.0,4.2,False,FedEx,11,Low,0.6,6,34.5,False,Wrong Item,0.68
6915,24.0,Male,Rural,839435,70843,Clothing,96.33,4,15,Debit Card,2023-01-06 12:00:00,1.0,1.4,False,DHL,58,High,0.31,6,327.52,False,Other,0.2
3693,61.0,Other,Suburban,955447,33003,Home,112.09,3,0,Debit Card,2023-01-06 13:00:00,3.0,2.4,False,UPS,44,Medium,0.26,6,336.27,False,No Longer Needed,0.72
4627,,Other,Suburban,770247,90169,Clothing,95.58,2,15,Credit Card,2023-01-06 14:00:00,2.0,2.3,True,UPS,44,Medium,0.96,5,162.49,False,Wrong Item,0.72
6450,58.0,Other,Rural,619116,52077,Electronics,3.72,3,20,Credit Card,2023-01-06 15:00:00,1.0,0.7,False,UPS,58,High,0.37,11,8.93,False,No Longer Needed,0.62
2663,28.0,Female,Urban,624339,36730,Home,176.78,2,10,Debit Card,2023-01-06 16:00:00,3.0,2.9,False,UPS,20,Low,0.56,6,318.2,False,Damaged,0.36
6592,,Other,Rural,954127,82981,Books,45.33,3,15,COD,2023-01-06 17:00:00,5.0,,False,UPS,31,High,0.53,3,115.59,False,No Longer Needed,0.06
8392,50.0,Male,Suburban,563142,89817,Electronics,103.61,4,5,Net Banking,2023-01-06 18:00:00,3.0,3.2,False,DHL,24,Medium,0.06,2,393.72,False,Damaged,0.24
2306,67.0,Female,Rural,316643,82138,Home,116.09,4,5,Credit Card,2023-01-06 19:00:00,4.0,3.4,True,FedEx,13,Low,0.67,4,441.14,True,Other,0.93
7776,53.0,Female,Rural,353116,75573,Beauty,77.26,3,5,Debit Card,2023-01-06 20:00:00,4.0,3.6,False,DHL,50,Medium,0.51,9,220.19,True,Damaged,0.88
6864,54.0,Other,Urban,390635,38869,Home,112.23,1,15,Credit Card,2023-01-06 21:00:00,5.0,3.7,False,DHL,46,Low,0.38,8,95.4,False,No Longer Needed,0.2
8526,58.0,Female,Rural,902512,41076,Beauty,61.24,2,0,Credit Card,2023-01-06 22:00:00,5.0,5.3,False,FedEx,52,Low,0.07,10,122.48,True,,0.32
9901,34.0,Male,Rural,659168,96005,Beauty,207.35,1,20,Debit Card,2023-01-06 23:00:00,2.0,1.8,True,Amazon Logistics,34,High,0.29,9,165.88,False,Wrong Item,0.01
6575,,Male,Rural,291037,35094,Home,86.97,1,5,COD,2023-01-07 00:00:00,2.0,1.9,True,DHL,8,Medium,0.88,3,82.62,False,Damaged,0.31
6530,65.0,Female,Suburban,473200,36817,Clothing,144.95,3,15,Net Banking,2023-01-07 01:00:00,4.0,4.0,False,FedEx,56,High,0.17,5,369.62,False,Damaged,0.8
5413,22.0,Other,Suburban,147361,20555,Clothing,45.37,2,0,COD,2023-01-07 02:00:00,1.0,2.8,False,DHL,29,High,0.22,4,90.74,False,,0.57
4748,65.0,Other,Urban,449829,80656,Beauty,136.06,2,10,Credit Card,2023-01-07 03:00:00,,4.7,True,FedEx,41,High,0.21,5,244.91,False,No Longer Needed,0.87
1663,49.0,Female,Rural,967307,90214,Electronics,64.14,4,10,COD,2023-01-07 04:00:00,1.0,,True,Amazon Logistics,28,Medium,0.89,6,230.9,True,Wrong Item,0.96
